iter	Passed	Remaining
271	181	487
272	182	486
273	183	485
274	183	484
275	184	483
276	184	482
277	185	481
278	185	480
279	186	478
280	186	477
281	187	476
282	187	475
283	188	474
284	188	473
285	189	472
286	189	471
287	190	470
288	190	469
289	191	468
290	191	467
291	192	466
292	193	465
293	193	464
294	194	463
295	194	462
296	195	462
297	195	461
298	196	460
299	196	459
300	197	458
301	198	457
302	198	456
303	199	456
304	199	454
305	200	453
306	200	453
307	201	452
308	201	451
309	202	450
310	202	449
311	203	448
312	203	447
313	204	446
314	205	445
315	205	444
316	206	443
317	206	442
318	207	442
319	207	441
320	208	440
321	208	439
322	209	438
323	209	437
324	210	436
325	210	435
326	211	434
327	211	433
328	212	432
329	212	431
330	213	430
331	213	429
332	214	428
333	214	427
334	215	426
335	215	426
336	216	425
337	216	424
338	217	423
339	217	423
340	218	422
341	219	421
342	219	420
343	220	420
344	220	419
345	221	418
346	221	417
347	222	416
348	222	415
349	223	414
350	224	414
351	224	413
352	224	412
353	225	411
354	226	410
355	226	409
356	227	409
357	227	408
358	228	407
359	228	406
360	229	405
361	229	404
362	230	403
363	231	403
364	231	403
365	232	402
366	232	401
367	233	401
368	234	400
369	234	399
370	235	399
371	235	398
372	236	397
373	237	396
374	237	396
375	238	395
376	239	394
377	239	394
378	240	393
379	240	392
380	241	391
381	241	390
382	242	390
383	242	389
384	243	388
385	243	387
386	244	386
387	244	385
388	245	384
389	245	383
390	245	383
391	246	382
392	247	381
393	247	380
394	248	380
395	248	379
396	249	378
397	249	377
398	250	376
399	250	376
400	251	375
401	251	374
402	252	374
403	253	373
404	253	372
405	254	372
406	254	371
407	255	370
408	256	369
409	256	369
410	257	368
411	257	367
412	258	367
413	258	366
414	259	365
415	260	365
416	261	364
417	261	364
418	262	363
419	262	362
420	263	362
421	263	361
422	264	360
423	265	360
424	265	359
425	266	358
426	266	357
427	267	356
428	267	356
429	268	355
430	268	354
431	269	354
432	269	353
433	270	352
434	270	351
435	271	351
436	271	350
437	272	349
438	272	348
439	273	348
440	273	347
441	274	346
442	274	345
443	275	344
444	275	343
445	276	343
446	276	342
447	277	341
448	277	340
449	278	340
450	278	339
451	279	338
452	279	338
453	280	337
454	280	336
455	281	335
456	281	335
457	282	334
458	283	333
459	283	332
460	284	332
461	284	331
462	285	330
463	285	329
464	286	329
465	286	328
466	287	327
467	287	327
468	288	326
469	288	325
470	289	325
471	289	324
472	290	323
473	290	322
474	291	322
475	292	322
476	292	321
477	293	320
478	293	319
479	294	319
480	295	318
481	295	317
482	296	316
483	296	316
484	297	315
485	297	314
486	298	313
487	298	313
488	299	312
489	299	311
490	300	311
491	300	310
492	301	309
493	301	308
494	302	308
495	302	307
496	303	306
497	303	306
498	304	305
499	304	304
500	305	304
501	305	303
502	306	302
503	306	302
504	307	301
505	307	300
506	308	299
507	308	299
508	309	298
509	309	297
510	310	297
511	310	296
512	311	295
513	312	295
514	312	294
515	312	293
516	313	292
517	313	292
518	314	291
519	314	290
520	315	289
521	315	289
522	316	288
523	317	287
524	317	287
525	318	286
526	318	285
527	319	285
528	319	284
529	320	284
530	320	283
531	321	282
532	321	282
533	322	281
534	323	280
535	323	280
536	324	279
537	324	278
538	325	278
539	325	277
540	326	276
541	326	276
542	327	275
543	327	274
544	328	274
545	328	273
546	329	272
547	329	272
548	330	271
549	330	270
550	331	270
551	332	269
552	332	268
553	333	268
554	333	267
555	334	266
556	334	266
557	335	265
558	335	264
559	336	264
560	337	263
561	337	263
562	338	262
563	338	261
564	339	261
565	339	260
566	340	260
567	341	259
568	341	258
569	342	258
570	342	257
571	343	256
572	343	256
573	344	255
574	344	254
575	345	254
576	345	253
577	346	252
578	346	252
579	347	251
580	347	250
581	348	250
582	348	249
583	349	248
584	349	248
585	350	247
586	350	246
587	351	246
588	351	245
589	352	244
590	352	244
591	353	243
592	353	242
593	354	242
594	355	241
595	355	241
596	356	240
597	356	239
598	357	239
599	357	238
600	358	237
601	358	237
602	359	236
603	359	235
604	360	235
605	360	234
606	361	233
607	361	233
608	362	232
609	362	232
610	363	231
611	363	230
612	364	230
613	364	229
614	365	228
615	365	228
616	366	227
617	366	226
618	367	226
619	367	225
620	368	224
621	368	224
622	369	223
623	369	222
624	370	222
625	371	221
626	371	221
627	372	220
628	372	219
629	373	219
630	373	218
631	374	217
632	374	217
633	375	216
634	375	216
635	376	215
636	376	214
637	377	214
638	377	213
639	378	212
640	379	212
641	379	211
642	380	211
643	380	210
644	381	209
645	381	209
646	382	208
647	382	207
648	383	207
649	383	206
650	384	205
651	384	205
652	385	204
653	385	203
654	386	203
655	386	202
656	387	202
657	387	201
658	388	200
659	388	200
660	389	199
661	390	199
662	390	198
663	391	197
664	391	197
665	392	196
666	392	196
667	393	195
668	393	194
669	394	194
670	394	193
671	395	192
672	395	192
673	396	191
674	397	191
675	397	190
676	398	189
677	398	189
678	399	188
679	399	188
680	400	187
681	400	186
682	401	186
683	401	185
684	402	184
685	402	184
686	403	183
687	404	183
688	404	182
689	405	182
690	405	181
691	406	180
692	406	180
693	407	179
694	408	179
695	408	178
696	409	177
697	409	177
698	410	176
699	410	175
700	411	175
701	411	174
702	412	174
703	412	173
704	413	173
705	413	172
706	414	171
707	415	171
708	415	170
709	416	169
710	416	169
711	417	168
712	417	168
713	418	167
714	418	166
715	419	166
716	419	165
717	420	165
718	420	164
719	421	163
720	421	163
721	422	162
722	422	162
723	423	161
724	423	160
725	424	160
726	425	159
727	425	158
728	425	158
729	426	157
730	426	157
731	427	156
732	427	155
733	428	155
734	428	154
735	429	154
736	430	153
737	430	152
738	431	152
739	431	151
740	432	151
741	432	150
742	433	149
743	433	149
744	434	148
745	434	148
746	435	147
747	435	146
748	436	146
749	436	145
750	437	145
751	438	144
752	438	143
753	439	143
754	439	142
755	439	141
756	441	141
757	441	140
758	442	140
759	442	139
760	442	139
761	443	138
762	444	137
763	444	137
764	445	136
765	445	136
766	446	135
767	446	135
768	447	134
769	448	133
770	448	133
771	449	132
772	449	132
773	450	131
774	450	130
775	451	130
776	451	129
777	452	129
778	452	128
779	453	127
780	453	127
781	454	126
782	455	126
783	455	125
784	456	124
785	456	124
786	457	123
787	457	123
788	458	122
789	458	121
790	459	121
791	459	120
792	460	120
793	460	119
794	461	118
795	462	118
796	462	117
797	463	117
798	463	116
799	463	115
800	464	115
801	465	114
802	465	114
803	465	113
804	466	112
805	466	112
806	467	111
807	467	111
808	468	110
809	468	109
810	469	109
811	469	108
812	470	108
813	470	107
814	471	106
815	471	106
816	472	105
817	472	105
818	473	104
819	473	104
820	474	103
821	474	102
822	475	102
823	475	101
824	476	101
825	476	100
826	477	99
827	478	99
828	478	98
829	479	98
830	479	97
831	480	96
832	480	96
833	480	95
834	481	95
835	482	94
836	482	93
837	483	93
838	483	92
839	484	92
840	485	91
841	485	91
842	486	90
843	487	90
844	487	89
845	488	88
846	489	88
847	489	87
848	490	87
849	491	86
850	491	86
851	492	85
852	493	84
853	493	84
854	494	83
855	495	83
856	495	82
857	496	82
858	497	81
859	497	81
860	498	80
861	499	79
862	499	79
863	500	78
864	501	78
865	501	77
866	502	77
867	503	76
868	504	76
869	505	75
870	505	74
871	506	74
872	507	73
873	508	73
874	509	72
875	510	72
876	511	71
877	512	71
878	512	70
879	513	69
880	513	69
881	514	68
882	515	68
883	516	67
884	516	67
885	517	66
886	518	65
887	518	65
888	519	64
889	519	64
890	520	63
891	520	63
892	521	62
893	522	61
894	522	61
895	523	60
896	525	60
897	526	59
898	527	59
899	528	58
900	528	58
901	529	57
902	530	56
903	530	56
904	531	55
905	531	55
906	532	54
907	532	53
908	533	53
909	533	52
910	534	52
911	534	51
912	535	51
913	535	50
914	536	49
915	537	49
916	537	48
917	538	48
918	538	47
919	539	46
920	539	46
921	540	45
922	541	45
923	541	44
924	542	43
925	542	43
926	543	42
927	543	42
928	544	41
929	544	41
930	545	40
931	545	39
932	546	39
933	546	38
934	547	38
935	547	37
936	548	36
937	548	36
938	549	35
939	550	35
940	550	34
941	550	33
942	551	33
943	552	32
944	552	32
945	553	31
946	553	30
947	554	30
948	554	29
949	555	29
950	555	28
951	556	28
952	556	27
953	557	26
954	557	26
955	558	25
956	558	25
957	559	24
958	559	23
959	560	23
960	560	22
961	561	22
962	561	21
963	561	20
964	562	20
965	562	19
966	563	19
967	563	18
968	564	18
969	564	17
970	565	16
971	565	16
972	566	15
973	566	15
974	567	14
975	567	13
976	568	13
977	568	12
978	569	12
979	569	11
980	570	11
981	571	10
982	571	9
983	572	9
984	572	8
985	573	8
986	573	7
987	574	6
988	574	6
989	575	5
990	575	5
991	576	4
992	576	4
993	577	3
994	577	2
995	578	2
996	578	1
997	579	1
998	579	0
999	580	0
